chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
-0.686153918,0.400559083,-0.319575944,-0.800903352,-0.553863883,0.311178618,-0.103011215,-0.160486606,-0.260466308,0.815765973,-1.119539381,0.588410447,-0.938090035,-0.258981592,-0.185161493,-0.828586109,-0.036978828,-1.061818742,0.755421832,-1.533538517,0.464469993,-1.589175321,-0.185222482,-0.246907637,1.240014882,-1.181865645,0
-0.281041287,0.163969326,-0.172375781,-0.680796896,-0.408361058,0.386456314,0.137073609,-0.273035442,-0.441309999,1.57376498,-0.930503475,0.115467671,-1.313668298,-0.157473414,-0.680610886,0.420342186,-0.102951346,-1.546981003,1.447302443,-2.053546683,1.427401218,-2.076504611,-0.975495907,-0.051513481,-0.20346416,-1.851852212,0
-0.798826168,-0.580084982,-1.006132607,-0.553526294,-0.830686843,-0.369869743,-1.317511893,-0.90478817,0.74934223,-0.493603049,0.981145472,0.174056091,0.411391963,0.164854922,0.613649514,-0.261968375,0.678976317,0.040340211,0.058147803,-0.216720291,0.085494837,-0.398915761,0.244533792,-0.263250498,-0.267827169,-0.363815941,0
-0.041747327,-0.22345742,-0.709265814,-0.66635673,-0.621274547,-0.478393813,-0.78475073,0.097536409,0.222411752,0.322200545,-1.151159281,0.211913144,-0.824983821,0.162691231,-0.462247193,-1.088656114,0.986250544,-0.264128109,0.778509306,-1.318415858,0.432451757,-1.587932846,0.107269056,-0.713799991,-0.235675936,-0.201567649,0
0.340282118,-0.578227544,-0.764257296,-0.587418945,-0.630197504,-0.540864919,-1.207110213,-0.499638377,0.608844965,0.301550297,-0.046434842,0.124497097,0.002380814,-0.385322971,0.395561715,-0.136888301,0.161955217,-0.963332832,-0.074298519,-0.966148699,-0.125911451,-1.202246911,-0.819558938,-0.625566127,0.323338748,-0.903899667,0
2.002392999,-1.027218862,-0.111072089,0.437491458,0.281767826,-0.216608599,-0.450525895,0.478396391,0.313563999,0.013724391,-0.348757242,1.657398508,-0.629528356,-0.369270839,0.427654001,-0.952822486,0.126571291,-0.559208714,-1.740863158,-0.027805865,-0.7871482,0.755595666,-1.185390296,0.841553842,-1.788986527,-0.572980478,0
0.377079382,-0.652700031,0.289994354,-0.493671652,-0.053509457,2.205966233,-1.251120492,-1.154095837,-1.449757103,1.089928236,-0.105547981,1.751146608,0.985564481,0.688632283,0.025626471,-0.461546384,0.885273997,-1.583012965,1.021579729,-1.830865225,-0.505248832,-1.161513216,-1.17740663,-0.899986671,0.243928721,0.059937369,0
-0.169868412,0.10354154,0.074037217,-0.142748453,-0.000510259,0.589549912,-0.284416445,-0.874254143,0.053061148,0.364571909,-0.483990082,2.06733102,-0.100501858,-1.080617879,-1.338148269,-1.228347002,-1.176840521,-1.496552889,-0.123016993,-1.622304641,-0.319576016,-1.509155727,-0.365341811,-2.271381321,-2.353455258,-0.932018185,0
-0.667486978,0.161182779,-0.760342685,-0.888724574,-0.846481526,-0.379166245,0.148400821,0.583828764,0.009420477,-0.067995476,-0.152043644,1.50389733,-0.462173009,-0.322151575,-0.382152181,-0.579667576,0.867558628,-1.088403709,1.012918805,-0.430849272,0.442804243,0.293982604,-0.785091373,-0.453935092,-1.075430718,-0.080964462,0
-0.185496735,-0.571372488,-0.433391485,-0.41343267,-0.404974242,-0.161634017,-1.124851277,-1.086745709,0.563354134,0.468391691,-0.870698281,-0.119015966,0.060743191,-0.155081159,0.016252595,-0.844507222,-0.051144001,-0.302565168,0.77240315,-0.61956327,0.593526554,-1.069829231,-0.121550382,-0.610350312,-0.622510899,-0.490260488,0
0.893375555,-0.483962348,1.227067284,0.989536693,1.150225597,1.31724469,-0.615136856,-0.997360647,0.036984997,-1.359249892,-0.389552005,-0.35544298,0.121324038,-2.006053444,0.02402606,-1.189912731,-1.096366763,-1.02030425,-1.060723953,-0.718212654,-0.717428555,0.755364585,-0.046688396,0.273592119,0.656453253,0.927725343,1
-0.832460556,-0.353128203,-1.241411791,-1.647384117,-1.681738731,-0.792904641,0.032207182,1.528554863,-1.809140416,-1.143545775,-0.585850272,-0.325834658,-1.803178557,-0.419456684,-0.853762991,-1.506220398,1.271268711,-1.72170243,1.104299902,0.965295112,0.051864553,0.016250286,0.860166788,-2.499712208,0.541723547,0.432462493,1
0.324340926,1.316221371,0.295064245,0.677252067,0.408643162,-0.472677702,0.977237731,-0.705110983,0.540659912,0.118486153,1.109922198,0.554499356,0.510447422,0.675658985,0.234419083,0.886109007,1.177783407,0.766496716,0.772379436,1.418856226,0.836001554,1.43215345,1.063098585,0.905381401,-0.00266663,0.948548296,1
0.507781242,-1.070437767,1.425197441,1.419812432,1.595461635,2.4085526,-1.268127127,-0.72017215,0.921616745,0.117445843,0.614914546,1.30851772,0.188623728,0.629341617,0.305181685,0.985682757,0.033184296,0.931263147,-0.711020235,0.559362312,-0.995573209,1.406250011,-0.13035097,-0.829293196,0.771312978,-0.345204245,1
0.019198813,0.839663462,-0.584171423,0.059301944,-0.276959112,-0.596276801,1.040629563,1.076033024,0.620674852,-0.656094024,-0.691198728,0.88604302,-0.509737626,1.12658683,-0.420334479,1.914631715,-0.930523616,0.659076603,0.58063802,1.593391612,0.357867314,0.18066416,2.623963482,0.965617798,1.522894963,0.617391717,1
-1.613048731,2.126035789,-0.706348518,-0.607321917,-0.933968843,-0.663214601,0.901206635,0.050862421,-1.314493603,-2.078191901,-1.358290435,-0.807874287,-1.608441648,-0.70107914,1.36255711,-1.21682435,-1.712983473,0.68579526,-0.423210428,-0.035639519,-1.292461902,-1.018170778,-1.085838475,-0.382094077,1.781686225,3.401308423,1
1.035423176,-0.969669802,0.882974785,1.173810169,1.191193044,0.568372198,-0.943217604,-0.364607429,0.662852167,-1.153645555,-0.239238487,0.031710666,-0.022127849,-1.885532421,-0.280025398,1.116451913,-2.169538057,0.712786243,1.479755384,-1.970579267,0.414997974,-0.541050984,0.232816953,-1.051098472,-0.772617203,0.719257802,1
0.386150984,-0.271643229,-0.086508788,-0.43507548,-0.470203015,0.15412624,0.62273028,0.008908079,-1.16843928,0.589279121,1.255327833,0.493871599,-1.077160613,1.485019695,-0.812275809,2.946083551,1.678379,0.886932181,1.277880452,2.079136639,-0.200547871,0.359758884,0.0088436,1.682606924,0.111436339,0.304228471,1
0.648081882,-1.059680335,-0.095577982,1.08793023,0.640086442,-1.197936118,-1.596814893,0.067346988,1.461820163,0.23996539,0.027442403,1.095541964,-0.07089542,0.385545988,1.301025641,1.458871439,1.56862875,0.710791204,-0.680907482,0.886705446,0.831442437,-0.324826033,0.535159788,1.164333241,0.09650467,-1.023840158,1
-1.247702948,1.667592592,-0.40981865,-0.011962915,-0.501010014,-0.475988665,0.679940427,-0.082716112,1.100708711,1.138469209,0.105835516,-0.537946897,-0.267344121,-0.416914217,0.348396239,0.139467058,-0.629302838,-0.148151295,-0.859021245,-0.689932036,-1.947397649,-0.395389243,-0.642327763,-0.33009082,0.321494303,-0.154712881,1
-0.168374996,0.440378266,-0.481521914,0.267233863,-0.177699351,-0.856281588,0.486468334,0.522176768,0.8098986,0.531019042,0.305890492,0.488858571,0.637086267,0.298524955,0.795322332,0.443623296,0.379176097,1.927400002,0.813834151,1.690649056,1.242030785,-0.503971892,0.213396302,-0.570153659,-0.926397948,0.374174244,1
0.071835289,-0.842565948,-0.205977269,0.945836738,0.448991864,-0.890484514,-0.407561369,0.466382318,1.381996125,0.089223479,1.049651346,0.260146039,0.312899303,0.964656017,0.542489605,0.739077313,-0.573868176,0.509682153,-0.269144822,0.441809832,-0.139013254,0.486317698,-0.272642981,0.070321503,0.437574196,0.621584068,1
0.017006542,2.533802602,-1.244298586,-2.160610697,-1.620971436,-0.417265821,1.287329231,2.179055232,-2.488890989,-1.046747344,1.418956749,-2.291377815,-1.033431355,-0.317226408,-1.487138641,-0.484697733,0.666864423,-1.474511153,1.166717635,-0.751843161,-1.94596071,0.828469232,-0.226726297,-2.599100594,0.495095617,0.186233799,1
0.162400309,-0.018979756,2.781305549,0.897352941,1.808114599,2.625015027,1.160814071,-2.140384295,1.057793775,0.074754657,0.170674427,0.223642907,-0.847537971,1.100185314,-0.231109475,-0.274817953,-0.548776483,0.336303387,-0.180860749,-0.836594124,0.738758775,0.927187207,-0.199351085,0.416437492,-0.37840068,-0.660733932,1
1.262633602,-0.488401818,0.11024574,0.947054637,0.541380296,-0.588436674,-0.393542116,-0.422235679,0.923816576,-0.054144072,0.555346102,0.439269043,0.865802359,0.832371662,0.258003655,0.20785284,1.228435265,0.553246381,0.310077659,0.18795903,0.671599539,0.732381657,0.367025182,0.525469598,0.358747961,0.258987245,1
1.514638088,-0.68094015,-1.607192173,-1.827568718,-1.606414641,-1.04591266,-0.674008331,0.393418187,0.760665539,0.220437282,1.619947167,-0.878456352,0.356075266,0.676247452,0.666984893,0.254200712,0.832488339,0.62736575,1.446044193,0.041177426,0.194551947,1.239432475,1.265173176,1.110170069,1.864898791,0.809069673,1
0.446473902,-0.357101216,0.942689219,0.828661391,0.862997551,0.546944607,-0.150250802,-0.858751406,-0.136280565,-0.463190178,-0.535509683,-0.777228797,-0.33386461,-1.47967177,0.20212422,-0.923055131,-0.833582911,0.020107555,-0.172246194,-0.531296561,-0.802949366,-0.115645675,-0.235601191,-1.039328024,-0.841066743,-0.682574479,1
2.559372966,-0.725184792,-1.411549037,-1.726745464,-1.315799779,-0.977038252,-0.273307564,1.97307645,-1.072716823,1.162867593,2.145507133,-1.258900345,2.565377389,0.874663573,0.234605148,2.446149043,0.295841714,-0.112229284,1.862788601,-1.107237391,0.548004504,1.17481242,-0.583805696,0.730822374,0.813485733,-0.383745544,1
-1.126815792,1.754595185,-0.474165881,-0.441458906,-0.262369751,-0.537241596,1.646781189,0.853870382,-0.765157802,1.352108165,-1.555903936,2.134459792,-0.919614802,1.339693277,-0.936509072,0.304653449,0.405752885,-0.748927202,0.128735795,-1.448282352,2.075999858,-0.457467166,2.852873229,0.710273595,1.984570043,-0.049928658,1
0.088210168,-0.565546409,1.002057442,0.675557293,0.794772749,0.932734977,-0.362244742,-1.019117847,0.134708248,-0.500814453,-0.377528862,-0.379193328,-0.72594751,0.352283059,-0.386595033,-0.375806414,1.525817524,0.274829727,-0.741431936,-0.583104604,0.356809895,0.213770919,0.106916434,-0.44124111,0.240650339,-0.150066913,1
2.254336602,-0.778114493,1.455168103,1.48200279,1.757768277,0.29959023,-1.761574692,-2.016084464,0.530016254,-0.572014921,0.436756339,-0.167006795,0.292597846,-0.371120127,0.087557745,-0.120508056,0.844305193,0.648289813,0.089837854,0.310479883,0.608629467,0.302443036,0.788482023,0.857566212,0.641473975,0.484640332,1
1.193771305,-1.012145166,0.162528381,0.724544935,0.435184076,-0.13814488,-1.757663946,-0.12710416,0.830814071,1.408451803,1.713699972,0.939713715,-0.016853985,-0.295998384,1.031975573,-0.235380226,0.145435479,0.637420231,0.615729493,1.139349202,1.544662767,-0.450807598,-0.171511045,0.749488259,0.253921908,0.468428906,1
-0.67080362,-0.372724865,-0.069268669,0.198135264,-0.007121063,-0.384655899,0.183242032,-0.09320637,-0.048489728,-0.280642819,-1.219401387,-0.717672081,-1.659277783,-0.517542288,-0.297586821,-0.063690523,-1.139045585,-1.13225326,-1.873474852,-0.642959583,-2.371210837,-2.206147398,-1.0101105,-1.698745073,-0.417904666,1.027868786,1
-0.20254662,0.544560041,-0.286553189,0.271850123,-0.06896302,-0.479455821,0.858487925,0.442006652,0.126105565,-0.315482019,-0.010359546,-0.01625374,-0.672094974,-0.828119352,-0.579019533,-0.599378594,-0.91810815,0.748074564,0.179734388,0.362026925,-0.006443025,-0.851075677,-0.675250917,0.42368952,-0.437840603,-0.804819088,1
0.652912346,-0.721681417,0.049179662,0.805234644,0.346280157,-0.415204275,0.162679631,-0.252482259,0.642405934,1.192374403,2.309788809,1.177465015,1.288274301,1.602333907,1.812818168,0.53110341,-0.05306494,0.963457844,1.006792701,0.439480589,-0.104304484,0.357129545,0.826751229,0.203705472,-0.399124247,0.035785245,1
0.01521124,-0.53542245,0.244578196,0.429375857,0.233831354,0.185799093,-0.061844408,-0.123027133,-0.374593847,-1.385034073,-0.179751209,-0.410432082,0.095557555,0.372640851,-1.260450403,-1.411214341,-0.898997817,-1.03994901,-0.2494438,-0.81943549,-0.342349,-0.415500496,-0.751707261,-0.869374312,-1.172111289,-0.822475595,1
1.66709476,-0.831847678,-1.411628993,-1.343943788,-1.396985665,-1.153893975,-1.539923425,-0.063803664,0.349112926,-0.05369609,1.224028108,-0.104070799,1.585460835,0.675292709,0.819726105,1.318374215,1.330566688,0.927387531,1.511073546,0.479192759,1.206209263,0.509559406,0.317983181,0.920167155,1.21067301,0.844142871,1
0.775738524,-0.664112337,-0.157849881,-0.649621646,-0.399177576,0.234870156,-0.52120584,-0.257072691,-0.976121448,-0.691466315,0.187295513,0.569094957,-0.337397021,0.169669175,0.054291796,-0.255262862,0.444907396,0.085123404,0.159191593,-0.61778025,0.4057524,-0.166959737,0.777704479,-0.294210638,0.304063239,0.079435911,1
-0.444789757,2.236018472,-0.78057878,-0.725632558,-0.750331774,-0.864683953,0.982695584,-0.826868833,0.613744404,0.915488855,0.493944528,0.691543915,0.662607539,0.986269082,0.366587253,1.044715017,0.558981064,1.349983745,0.042587892,0.668753048,-0.435347041,1.149241427,-0.269230027,0.459480638,-0.182972991,0.318858755,1
-1.57373565,0.772620024,0.028228902,0.880786217,0.510898952,-1.542308144,1.235852052,-0.338301971,0.485495675,0.787964783,2.066504806,0.392816923,0.243966187,2.528523789,0.62128407,-0.930149207,0.496783782,-0.484973685,-0.315695596,1.083405862,-2.395651295,-1.911501281,0.078889136,-0.331440855,-0.967535375,-1.853024349,1
-1.152929738,-0.175403596,-1.03779315,-1.612265716,-1.147826733,-0.695637115,0.161120727,2.081639718,-2.295751513,1.759786291,-1.815548771,-0.377182669,2.400983298,-1.795349106,1.636416171,-1.031639033,0.606473866,1.576169346,-0.437285398,1.451829293,1.483017482,1.164788575,0.414884341,-0.039106206,0.887971374,-0.670313173,1
1.317689548,-0.661610035,3.415959705,1.024717109,2.136538051,3.939750877,-0.126037215,-2.030024071,1.921993208,-0.444321353,-0.388558292,1.308885872,0.451641274,1.754571968,-0.557825211,1.241459681,0.522986392,0.721637238,0.951518512,1.281503406,-0.497767279,2.171639293,0.002354748,0.52513828,-0.24976628,0.816114942,1
0.238062532,-0.816546598,-0.751038259,-0.308323664,-0.672662966,-0.739585547,-0.617500106,0.939639185,0.095031768,-0.558714099,0.491328344,0.232410511,0.470164794,0.187558792,0.66846651,-0.407748797,0.174041074,-0.267892177,-0.268692955,-0.110000779,0.418263926,0.565143539,0.623815221,0.528210948,0.146657476,0.440654356,1
-1.710361586,-1.002082415,-1.476643808,-0.291652569,-1.396692575,-1.651632586,-1.1106264,1.572906023,1.261845426,0.698863008,0.830319819,1.486703809,0.875104581,0.697746466,0.6231743,0.978236814,0.319710674,0.698352086,-0.294015486,-0.105254389,-0.370027812,-0.350961177,-0.571353936,-0.553331512,-1.086548962,-0.867794628,1
-0.948130315,-0.534607473,0.229511407,0.619861954,0.55645814,-0.23372569,-0.276734717,-0.358097559,0.471615059,-1.022612877,-0.630974048,0.314661067,-1.035567665,-1.01012452,-0.300397742,0.810746733,-1.193257742,-0.809967481,-0.873310377,-1.557845699,-0.568870873,-2.149394032,-1.638201862,-1.660994126,-1.507133369,-0.860417714,1
-0.466138197,1.572074626,-0.578472736,-0.013722148,-0.562656578,-0.896263095,1.969608411,0.804845308,0.048231647,-0.018753796,-0.065124118,-0.460694906,-0.224310093,-0.419678617,-0.03537222,0.216293185,0.047554763,0.711026116,0.544948653,0.948612286,0.590847336,0.125670909,-0.027871114,-0.155261817,-0.728056766,-0.016050516,1
2.618688551,-1.046491375,0.321376333,0.146411015,0.449447782,0.845900134,-1.314178347,0.090775877,-0.606510335,0.953581646,-0.445006188,0.500614748,-0.531205308,0.670005594,-1.226778417,1.794520211,-2.345136316,2.494381793,-1.596505477,0.380395471,0.745973823,-0.871129027,1.393974249,-0.872895856,1.22801758,-1.069348525,1
0.473192559,1.183475073,-0.438789514,-0.350808254,-0.527420665,-0.337146613,1.676656956,0.609284518,-0.884201401,0.059571645,-0.988158923,0.281798691,-0.451196098,0.412913526,-1.150098188,0.614306406,-0.377508218,0.692085083,-1.58313189,-0.767810959,-0.997683907,-0.160158987,-1.735740312,-0.103787478,-1.384654928,-1.021779057,1
0.332096411,-0.327823085,0.999359135,0.245002542,0.552192055,1.20582746,0.474556275,-0.77412374,-0.461201168,-0.558921432,-0.58990262,-0.184123443,0.031013233,0.15134998,-0.176266508,-0.382259343,-0.460061683,0.171230618,0.557629356,0.845114382,0.925853074,0.095037551,0.026976039,-0.107694281,-0.404896262,0.506303005,1
0.397580857,0.162868054,-0.235071368,0.354257888,-0.162556376,-0.456841269,0.931434401,0.540591775,-0.021109807,-0.315319297,0.351708996,-0.508203746,0.16507683,0.095240792,-0.648600006,-0.156592891,0.576451075,0.193591673,-0.939352401,0.338140309,-0.353471471,0.873625033,-0.33768714,-0.317039089,-0.039136744,-0.110795325,1
-0.188450629,-0.351372779,-0.09180349,0.348053737,-0.000445127,-0.454498604,0.027577659,-0.001272195,-0.306357239,-0.057340013,1.286373018,0.761937971,0.099752402,0.85572275,2.015563229,0.38979861,1.672413171,0.771873113,0.483866477,1.230205753,1.011724254,0.316192812,0.579103935,0.687567877,-0.055417603,1.606708437,1
0.020220266,-0.843678927,2.612869087,1.833916916,2.443989297,3.225143795,-0.009193513,-0.813270327,1.671152353,-1.946959463,-1.236525778,0.629043977,-0.150027534,-3.3638588,1.892388183,-0.363514392,-3.971190931,-1.265445617,2.189997727,-3.659536534,-2.280749608,-0.220942673,0.448786326,-2.867455744,-1.4463001,5.575142428,1
0.853042294,-0.772702947,0.24553665,1.375625438,1.07779984,-0.626356649,-0.931039892,0.043908392,1.192890671,-1.135055313,0.366534812,0.350470349,1.009634299,0.803765978,0.328407653,-0.257134336,0.352650274,0.768582894,0.977864199,0.24436012,-0.404131724,1.094733149,1.97323593,0.95390044,0.76902088,1.057398587,1
-0.20855544,-0.857752644,0.23292154,0.778162085,0.534085616,-0.147640494,-0.328499847,-0.098111746,0.530115508,-0.000490197,1.278817187,0.244518623,0.201486847,-0.076886965,-0.007604908,0.504682926,0.438484613,1.16109759,0.509057683,0.45072082,0.346723915,1.144317053,1.121945223,-0.033225304,-0.378438933,0.226908825,1
0.323792076,-0.605128314,0.099995669,0.321775299,0.205955253,0.104555408,-0.51464143,-0.289934398,0.701433038,-0.359861699,-0.907733739,-0.352487613,0.417070502,0.038039235,-1.301400917,-1.194334427,0.56598164,-0.018712803,0.942777798,-0.305588057,-0.101266032,0.684189324,-0.690401155,-0.815257468,0.303782577,-1.312633394,1
-0.448659028,-0.160125014,-0.538066421,-0.561037762,-0.568583506,-0.378471261,-0.211180073,-0.051200903,-0.265406104,-1.271282229,-2.018627943,-0.930060926,-1.02625875,-0.009544826,-0.366160357,-0.9339781,-0.70436427,-1.808790001,-1.321944803,-2.33471381,-0.359574502,-0.98827674,0.859247378,0.033888503,0.512667791,0.430723907,1
0.091520229,-0.890939647,0.013745246,0.919262529,0.477486711,-0.646378644,-0.52103211,0.265280005,1.009752878,-0.23348543,0.633832824,0.39931555,0.079789299,-0.104127116,0.639344487,-0.632746099,-0.605998244,-0.63174659,-1.049308181,-1.033689004,-1.330242515,-1.046186329,-1.015143402,-0.598914576,-1.319696593,-0.565431883,1
-0.793667779,0.882159295,0.274469265,0.174509603,0.132194309,0.080628971,1.055971111,-0.584964854,-0.611721359,0.005527413,-1.050890011,-1.285396113,-1.17381455,-1.348614305,-0.380480288,-1.233515768,-0.954681496,-0.079503264,-1.571737013,-0.608180941,-1.262463382,-0.710090006,-0.582808243,-0.293380114,0.176306882,0.418708263,1
-1.352098168,-0.722138645,-0.83253259,0.234788776,-0.468509607,-1.168605931,-1.358844133,0.518643128,1.802774447,0.30295046,0.490920416,0.916037363,0.789747981,0.411841593,1.192528997,-0.490984446,-0.017460189,0.487773572,0.938660534,1.202531529,1.914340373,0.878745996,1.341181709,0.502071051,0.084584298,-0.564185105,1
-0.492980188,0.654734186,-0.127937316,-0.391067357,-0.317535772,0.008006301,1.111361887,-0.056546339,-1.543806832,-0.467857805,-1.448000671,0.523816587,-0.398823424,-0.074645737,-0.056805169,0.691203285,-0.765536103,-0.174594556,-1.118444618,1.327133161,-1.706432891,0.399888588,-0.593155266,1.581989939,-0.639940381,1.449120979,1
-0.410987168,0.512371984,0.284194024,0.658633047,0.453355647,-0.106878085,0.995235925,-0.223403128,-0.085779243,-0.741738856,-0.179909555,-0.159552807,-0.605409677,-0.861314775,0.077011068,0.116668643,-0.445863034,-0.194203777,-0.223655926,-0.038657393,-0.769786088,-0.069518728,0.306407435,0.667150044,-0.065400448,-0.022372594,1
-0.988531997,-0.041287138,-0.438086558,-0.868183361,-0.572979854,-0.036254492,0.524139534,0.958560477,-0.921257228,3.113416374,-1.800426231,0.607257286,-0.208710476,-2.06853329,-0.031658512,-0.59162448,-0.750291662,-0.447067499,-1.481955017,-0.830673776,-0.500701503,-0.866024998,0.97223464,-0.307906824,0.096248706,-1.378513781,1
-0.980215743,0.470367838,0.330234498,0.232467105,0.243438188,0.080347851,1.197711263,-0.568464971,-0.916411035,-0.893071847,-2.121866866,-2.002217109,-0.860722908,-1.604331553,-1.134713055,0.346406633,-2.482859505,-0.520050105,-2.535374621,-0.109200573,-0.319797996,-0.519664972,1.312707434,1.467009532,-0.987566235,-0.348870713,1
0.512395173,1.846049715,-1.676228908,-1.996933219,-1.736839621,-1.071119755,0.678568865,1.807258763,-0.439380621,-0.008486401,1.284515641,-1.187403445,0.452591132,-1.642889026,-2.002611057,0.429596714,0.275265308,-1.427835792,0.29686053,0.199621936,0.608658146,0.091764518,-0.532973679,-0.369390077,-0.305585127,-1.119166673,1
1.23014933,-0.904946181,0.58849641,0.817417487,0.76520324,0.392734664,-0.285809399,-0.182178767,0.314340602,-0.193055701,-0.232085093,0.084595765,0.198034717,0.552022646,0.433600937,0.128380693,0.817037877,0.630472822,0.385211316,0.674578332,0.574173036,0.187675963,-0.244644746,0.15058722,-0.478669268,0.678158477,1
0.282998131,-0.479255785,0.703223386,1.541044231,1.457188359,0.031432969,0.182565521,-0.022086609,1.860828261,-1.397509779,-0.062453191,0.69677198,1.313674613,-0.422425537,1.212095632,2.555337217,-0.976834713,0.244426185,2.002262719,-0.178388351,0.970679665,1.110397877,0.563461324,0.178059888,-1.20921725,2.055860392,1
-1.238154984,0.69911854,-1.37007449,-2.164660518,-1.498687841,-0.695574645,0.660772535,2.709798839,-2.300008342,-0.245818923,0.902586038,-2.209725823,2.704531799,0.17113279,-1.217257201,1.71543086,0.517426586,-0.050408455,1.27068244,-1.261403698,0.254369001,-1.089716982,-1.428746974,2.329204538,1.972503413,0.923316198,1
-0.469848997,-0.105101046,-0.37458413,-1.091273772,-0.509021137,0.124983461,0.554879285,1.507241712,-2.080408347,3.567440333,-1.129642383,0.946588006,2.20142775,-1.041542847,3.01283528,-2.83446063,1.223265363,0.183328953,-2.2312623,2.116842375,-1.90020463,1.719722163,0.954992658,-1.564452877,1.991035803,-1.887857731,1
-0.73129474,2.042809655,-1.165506324,-1.956591257,-1.492563604,-0.534241143,1.191627334,1.247066934,-2.202344675,-0.5104184,0.256618481,-0.426265741,0.686883333,-1.227293293,0.801464806,0.16905993,1.06722971,0.352129052,0.512376122,1.231192253,0.206394819,1.281805085,1.397709575,0.598100252,1.531290648,0.818644991,1
