filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
3aFProJmJzY_ 0.000_ 10.000.wav,0.53806853,0.054283064,1890.947832624408,2203.3791167219624,4007.368977864584,0.0787624782986111,-301.37662,73.607086,15.626107,30.286617,13.255086,20.332624,11.739141,8.555934,1.3174073,9.269955,12.989872,8.381006,3.3670247,7.9783316,2.8769023,8.189134,7.8749523,5.227478,2.8958683,-0.22437872,not_covid
-zeXIY8V1-E_ 30.000_ 40.000.wav,0.43535104,0.014196722,2358.234204863386,2759.988339611913,5648.478190104167,0.0883156105324074,-356.37527,95.75518,15.4070425,12.987427,7.7905874,2.0501738,-6.4318905,7.3334165,-2.3452716,4.9640584,-10.239633,0.5662354,-5.2001677,0.92109406,-4.958295,0.42422053,-5.246018,-1.5718696,-0.65774834,1.323008,not_covid
data/virufy/neg\neg-0421-091-cough-m-47-7.mp3,0.1412819027900695,0.0261227712035179,503.5301350479685,606.5293819661757,1134.2380689538045,0.0190783514492753,-478.69915771484375,42.68048477172852,0.1743917614221573,5.494064807891846,-1.514920949935913,6.531149387359619,-6.601831436157227,-0.6618738770484924,-2.145669221878052,-4.119045734405518,-1.0426337718963623,-5.606200218200684,-0.8557575345039368,-6.771777629852295,-5.600677967071533,-2.65907621383667,-4.843429088592529,-5.970859050750732,-2.6758501529693604,-1.0496723651885986,not_covid
_hptdlGvSV4_ 10.000_ 20.000.wav,0.54230887,0.005537478,2654.5935754882366,2633.725801313072,5627.543131510417,0.1427634910300926,-515.2603,74.73248,0.5226414,37.150898,18.157894,11.268273,-10.943101,-6.72269,2.9282498,-2.7460384,-4.968388,1.4555825,0.37925008,5.3470054,3.7660844,-4.245309,-4.7116385,1.6120175,-1.5945284,0.6019361,not_covid
0AWF9zOT8YY_ 150.000_ 160.000.wav,0.5847739,0.014776639,1390.2874637338423,1456.2802030631656,2823.4415690104165,0.069252296730324,-489.55612,76.910126,-12.511764,10.396154,10.513121,-2.8753057,10.989075,4.0922136,0.62536407,9.508793,3.6776,3.4499738,6.0051417,1.1709784,2.014372,0.5251748,-2.04568,2.416158,3.237828,2.3429792,not_covid
1a1Dx52izTo_ 0.000_ 10.000.wav,0.40955085,0.039194044,2450.0466188260025,2419.252545713289,4960.811360677083,0.1198685257523148,-305.13477,79.19576,-30.300573,10.304887,11.462945,8.8502245,-9.380352,6.0911703,13.529256,2.1986773,6.19204,2.3880496,-0.44057706,5.9316278,0.9972017,-0.40927428,-0.62059873,1.3280011,-3.1308682,5.879001,not_covid
2I2IzXnhmtc_ 120.000_ 130.000.wav,0.477528,0.15138008,1177.1592900065757,1083.2031526432677,2302.4576822916665,0.0752427842881944,-228.54323,143.17056,-33.95633,11.21646,11.442235,-17.636559,-4.520245,-21.706831,-29.80485,2.504172,-4.0828714,-12.735549,-1.6504239,-0.63386697,-1.0811558,-1.552256,-6.677665,-3.6267269,-4.4176865,-6.731433,not_covid
data/virufy/neg\neg-0421-088-cough-f-66-4.mp3,0.1196881756186485,0.0262698680162429,474.38329185329,428.135128606036,885.5139690896739,0.0299479166666666,-469.6460876464844,41.81240463256836,-12.2881498336792,-1.2286981344223022,-8.076200485229492,-2.635560750961304,1.00396990776062,-8.153167724609375,-6.247256278991699,6.1839599609375,-0.7845492362976074,-5.195821285247803,-2.1089131832122803,-7.841641426086426,-3.376502513885498,-3.4050002098083496,-5.600692272186279,-1.9242465496063232,1.3390547037124634,-1.240559697151184,not_covid
6nTcsNoIGDw_ 50.000_ 60.000.wav,0.579478,0.007002054,3861.2318719770064,3103.7135178149806,7661.7828369140625,0.2260222258391203,-534.2766,40.97474,12.526176,13.568757,-2.8325846,10.3166,-0.9180227,-1.2953058,-7.5434375,3.9711313,-6.0254216,-0.03945054,-1.4438807,-2.706758,-1.5998551,-2.7120416,-2.751695,-0.04300086,-3.4090903,1.5106308,not_covid
data/virufy/neg\neg-0421-083-cough-m-53-5.mp3,0.2061127573251724,0.0274372417479753,1047.0819214612743,829.2933198132591,1992.4454398777173,0.0757402060688405,-484.2988586425781,47.18254089355469,-19.81440162658692,12.424670219421388,-6.161027431488037,3.5971736907958984,-4.281554698944092,-5.112863540649414,-12.275653839111328,4.71256685256958,4.270007133483887,-13.199771881103516,-3.475192308425904,-2.779764413833618,-0.3089485466480255,-2.3637545108795166,-4.067224979400635,-5.865077018737793,-0.5201327800750732,-3.6011054515838623,not_covid
4eb2LU3X_zs_ 0.000_ 10.000.wav,0.2599492,0.14414816,1938.7807046064293,1896.8880299865032,3570.32470703125,0.0990058051215277,-229.59578,70.43281,16.743286,14.051873,2.3461273,-5.368845,-4.930845,-2.1181278,1.4832953,-0.5595673,-1.4372604,1.2758882,-7.151693,2.4887216,-4.2326193,-3.368284,-5.894278,-1.7274591,-2.2733843,-2.0092752,not_covid
_9YKlnmoDjs_ 11.000_ 21.000.wav,0.54680985,0.03233172,2613.5746212713625,2761.640785189616,5793.179321289063,0.1101752387152777,-354.66876,64.23236,2.9219344,10.310173,0.11855288,4.472696,1.1783626,5.819588,-5.3869014,0.73387474,2.9057908,0.82902706,-1.5980784,-0.7220592,-0.7603832,1.6549935,-1.7316656,0.59379804,-1.0367144,-0.38919005,not_covid
data/virufy/neg\neg-0421-083-cough-m-53-7.mp3,0.3043122887611389,0.0298626217991113,1337.7612461581573,1201.203529553164,2668.244735054348,0.0860507246376811,-457.2945861816406,60.93588638305664,-20.307029724121094,5.701903343200684,-7.336514949798584,1.998115420341492,-10.780905723571776,-4.023190498352051,-13.183967590332031,0.900319516658783,2.8132002353668213,-10.866891860961914,-2.8460018634796143,-7.582211494445801,-5.073686599731445,-5.582556247711182,-1.9569991827011108,-5.935497760772705,-2.209106683731079,-2.8388149738311768,not_covid
data/virufy/neg\neg-0421-083-cough-m-53-0.mp3,0.1279002130031585,0.0250123739242553,638.6183769578334,544.764723474132,1239.095405910326,0.0422398663949275,-510.1036987304688,32.091068267822266,-14.8872652053833,13.274703979492188,-8.006402969360352,4.343654155731201,-5.727142810821533,0.1151673272252082,-7.974679470062256,2.2402076721191406,3.286283731460572,-5.09521484375,0.6520720720291138,-6.000086784362793,0.9506940841674804,-1.5827949047088623,-3.6371028423309326,-4.490980625152588,-0.3598012626171112,-1.0010424852371216,not_covid
5r9Ixli8hnc_ 0.000_ 10.000.wav,0.2798207,0.04144065,2546.0530363573657,2109.7617471235167,4943.465169270833,0.145191333912037,-310.6007,37.61988,-37.61901,-21.719877,-19.816912,-0.37130752,-10.935874,1.1369154,6.937353,-7.3605876,-0.17447346,1.8893836,-1.5074496,4.282563,-5.161272,0.86250013,3.2177382,-3.1161342,-1.3657569,-1.976773,not_covid
4K946lkrL9U_ 30.000_ 40.000.wav,0.43653503,0.039449796,2663.3605630160164,2718.5821142206096,6161.636352539063,0.1351476598668981,-235.75615,71.187775,-17.360909,17.706196,13.679896,7.6339936,3.7221222,15.105826,1.429118,14.008857,-0.67006487,7.507505,-4.55303,12.720875,-1.0430869,4.2276697,-0.37614766,13.139169,-0.056996662,1.4108777,not_covid
data/virufy/neg\neg-0421-090-cough-f-17-7.mp3,0.1779909580945968,0.0172460842877626,873.3830832844135,762.5219128654103,1705.648140285326,0.0486087522644927,-515.3172607421875,46.13436126708984,-18.67543601989746,8.996874809265137,-16.273448944091797,1.034602165222168,-7.736987113952637,-5.159870624542236,-2.308319091796875,-5.245797634124756,-1.3321057558059692,-5.2842559814453125,-2.312666416168213,-5.187070846557617,-1.2884278297424316,-2.83939790725708,-3.8512232303619385,-0.8062267303466797,-2.9548652172088623,-3.5401227474212646,not_covid
data/virufy/neg\neg-0421-088-cough-f-66-0.mp3,0.157323271036148,0.0408353582024574,892.870357231765,833.5803190780185,1782.5747282608695,0.0516092051630434,-428.9759521484375,53.10308456420898,-23.50325965881348,8.81775951385498,-17.918684005737305,3.763880729675293,-15.886736869812012,0.2206261903047561,-16.250120162963867,6.53648853302002,2.5362393856048584,-4.922379016876221,-1.3277952671051023,-15.330283164978027,0.7351864576339722,-8.500219345092773,-5.541855812072754,-5.56345272064209,-0.3919913470745086,-1.4776310920715332,not_covid
data/virufy/neg\neg-0422-097-cough-m-37-8.mp3,0.1230247616767883,0.0185376908630132,436.3167658565409,509.1912765286352,906.4230213994564,0.0218169723731884,-550.436767578125,37.00135803222656,-3.2735753059387207,9.162324905395508,-5.5890421867370605,4.386311054229736,-6.037003993988037,-3.2074522972106934,-2.963964462280273,-3.569967269897461,0.6030023097991943,-8.379425048828125,-4.661046981811523,-3.0155844688415527,1.6053966283798218,-3.5788824558258057,-3.2629611492156982,-0.5506381988525391,-3.245322227478028,-2.0138425827026367,not_covid
6pyURnYYMwo_ 20.000_ 30.000.wav,0.4534394,0.046354968,3710.5944171453216,2761.508393950623,6920.482381184896,0.261707447193287,-304.95865,31.201952,-27.3675,-2.8305142,-9.375258,-13.845027,-14.455626,-5.6913657,-10.302922,1.0978088,-10.860302,-6.985311,-7.480903,-4.1615376,-5.911139,-8.593483,-4.5835137,-2.485042,-6.9578066,1.420427,not_covid
8IhJllXxBlQ_ 30.000_ 40.000.wav,0.5132902,0.025696589,1806.7745411007952,2115.746766601996,3839.689127604168,0.0786607530381944,-418.1561,104.40228,1.2251711,8.205592,4.3098536,6.2439814,4.680748,-4.1209774,-6.6860805,-4.596413,-4.256883,1.5293604,0.7515428,-3.7596655,-2.744861,-1.3609153,0.5186314,-0.8160976,-2.7250185,0.063539185,not_covid
3Liy9uBgsQM_ 60.000_ 70.000.wav,0.37368038,0.090674914,2808.6325477829982,2683.383096843612,6097.585042317708,0.1327424225983796,-145.53973,74.40669,-5.49714,9.957734,-17.710978,5.5916657,-8.567296,8.308395,-9.749457,-0.13124382,-6.7744455,1.6508278,-8.426177,2.3012629,-8.255487,-0.7762059,-8.112306,-3.5541685,-8.566489,0.69247395,not_covid
_-_5kbw2Mcw_ 0.000_ 10.000.wav,0.4289089,0.18710239,1525.3486875778644,993.8581120845644,2480.256144205729,0.1225631148726851,-156.83807,156.2592,-89.3705,-7.8921113,13.505516,-32.62791,-24.917576,-6.9365063,-24.260105,-4.7492614,-1.1920562,-13.110116,3.801842,-6.644476,-14.324406,2.1406407,-4.9967465,-14.113256,-0.3736354,-0.69846064,not_covid
data/virufy/neg\neg-0421-091-cough-m-47-5.mp3,0.1650607734918594,0.0359189510345459,587.8543527015914,664.2291179336551,1190.567680027174,0.0281929347826086,-455.2907104492188,54.34677505493164,-1.3409262895584106,3.5168046951293945,-6.417074680328369,1.240181803703308,-9.998653411865234,0.7890068292617798,-1.600873947143555,-7.701405525207519,-1.5514333248138428,-4.693905353546143,-1.6209970712661743,-7.708824157714844,-7.69307279586792,-3.921868801116944,-3.91428542137146,-3.259948968887329,-2.298541307449341,-1.93743896484375,not_covid
data/virufy/neg\neg-0421-091-cough-m-47-8.mp3,0.2176819443702697,0.0414792485535144,735.1531751460674,845.6343550898611,1510.7570482336955,0.0359771286231884,-441.7275390625,63.59731674194336,-4.900886058807373,6.64594841003418,-8.266928672790527,4.975985050201416,-15.059148788452148,-2.7591826915740967,-3.819602251052856,-5.413731575012207,1.4184740781784058,-8.993880271911621,-4.502967357635498,-11.79409885406494,-8.923577308654785,-2.94026255607605,-5.6309895515441895,-7.321045875549316,-1.9562077522277832,-3.104786157608032,not_covid
8ieJbzu7ql8_ 20.000_ 30.000.wav,0.39689636,0.05925158,2730.586638015608,2501.8962320823275,5478.0568440755205,0.1469930013020833,-211.63284,73.72376,-7.5945044,21.688047,-3.2091208,2.8725178,-13.984727,-3.347488,-16.612772,-6.3298125,-6.8034873,-3.53882,-4.9451137,-4.679275,-8.720168,-0.28630257,-2.5961804,0.14888269,4.163921,0.7848011,not_covid
data/virufy/neg\neg-0421-091-cough-m-47-2.mp3,0.2089985311031341,0.0402823239564895,640.0460590019803,704.5160669091373,1301.1984120244565,0.03271484375,-468.0255737304688,51.335235595703125,-3.533219814300537,7.79399824142456,-5.3359880447387695,6.640084266662598,-7.7796311378479,-1.017292022705078,-6.948002815246582,-7.808855533599853,0.8509926795959473,-5.103860378265381,-1.4985142946243286,-8.461883544921875,-8.16280460357666,-4.306029319763184,-4.671224594116211,-6.459820747375488,-3.0969605445861816,-1.1397138833999634,not_covid
7xSTAmKAsFE_ 120.000_ 130.000.wav,0.5706355,0.011845047,4208.910359031455,3173.5762854243617,8281.560262044271,0.3025151005497685,-373.30975,33.90628,-0.8897702,-1.6823883,-13.656411,-15.948995,-12.539935,-12.096883,-9.693353,-8.959105,-10.883508,-8.159575,-11.9265175,-7.0542316,-8.52795,-8.092676,-8.839921,-6.5154815,-8.095343,-2.2707262,not_covid
7-MnR3o0iAs_ 120.000_ 130.000.wav,0.49825862,0.060713463,1910.2615932444824,1432.3222489493276,3593.2037353515625,0.1423136393229166,-229.31815,130.96332,-64.92086,47.610477,-19.676207,-7.472818,11.755335,-20.35527,6.942889,-10.576493,-0.39154956,-1.1198853,-14.157758,6.8906655,-8.334521,-3.8924198,-1.7713615,-7.7704434,1.2849815,-7.842446,not_covid
46IWQpa2v64_ 90.000_ 100.000.wav,0.39377588,0.03769275,1508.5572069950963,1274.6720094861955,2878.570556640625,0.0921743887442129,-323.79498,141.36237,-54.596825,3.6136186,17.430592,-33.40338,-3.277985,-7.425484,-32.868114,-6.2460537,-7.8538423,-19.291521,0.982023,-0.086108595,-6.359765,6.6179996,-4.9244075,-11.074168,1.1470307,-3.3027115,not_covid
43FtU9nHMxc_ 0.000_ 10.000.wav,0.39917657,0.12708901,3400.7893924488,2619.398919706984,6391.8223063151045,0.2322342484085648,-140.11153,37.03235,-37.771175,-9.769294,-12.370703,-16.608238,-24.974472,-11.237357,-15.854673,3.5647612,-4.4961286,3.8474352,-1.9847871,-0.99895704,0.15628913,-8.944933,-7.465998,3.78934,-8.9566765,-1.2753683,not_covid
data/virufy/neg\neg-0422-095-cough-m-53-6.mp3,0.1620611697435379,0.0337309837341308,632.8352498427671,637.8756185256601,1285.9067170516305,0.0351845561594202,-473.5033264160156,51.20999526977539,-10.799702644348145,13.317752838134766,-5.500399589538574,3.9150681495666495,-7.350544452667236,-6.361828327178955,-13.536599159240724,-7.020603179931641,4.62441349029541,-4.04071044921875,-8.142416954040527,-7.356301784515381,-1.7905189990997314,0.6375452876091003,-0.4294023513793945,-6.30635929107666,-2.3613028526306152,-5.7811455726623535,not_covid
44nJyshuBYk_ 20.000_ 30.000.wav,0.41792133,0.1664654,1164.0648846183394,1016.1682443937484,2360.1786295572915,0.0678168402777777,-189.0948,168.35623,-48.814117,19.812016,27.286312,-33.94482,-5.6261067,5.9442453,-20.635801,-3.28008,-0.37497324,-12.593146,-2.6538503,-2.4068007,-7.8618984,-1.4192541,-2.5932283,-3.8224218,-0.28265592,-2.0063362,not_covid
data/virufy/neg\neg-0422-098-cough-f-24-0.mp3,0.1653293967247009,0.0380410924553871,971.3694062968964,769.1545491744605,1844.677734375,0.065337692481884,-487.89599609375,39.25810241699219,-21.52205848693848,13.960566520690918,-21.263551712036133,8.54272747039795,-14.90468978881836,-7.371878147125244,-6.911328315734863,0.2097868174314499,-0.436981588602066,-5.113004207611084,-3.489027500152588,-6.700758457183838,2.4556708335876465,-6.963371753692627,-5.733451843261719,-3.829941987991333,2.031824827194214,-5.206334114074707,not_covid
43MaVucRguE_ 20.000_ 30.000.wav,0.38152003,0.10989302,2531.1567950565955,2229.7276860293737,4985.036214192708,0.1422254774305555,-118.36113,80.07905,-45.42222,14.403466,-17.832598,0.7233125,-28.178885,4.2327747,-20.172792,5.463984,-21.80278,-9.936226,-7.1153936,4.8896475,-6.2824893,1.2590309,-12.516778,5.143612,-12.546119,-2.1844614,not_covid
data/virufy/neg\neg-0421-083-cough-m-53-3.mp3,0.190004363656044,0.0240250490605831,798.6916523669292,732.3153830096414,1618.7351392663045,0.0503141983695652,-504.3194580078125,47.22208786010742,-13.905913352966309,10.189764022827148,-7.54743766784668,1.6097335815429688,-5.273115158081055,-6.203337669372559,-11.873071670532228,0.4049826860427856,3.4821410179138184,-9.303458213806152,-3.762290954589844,-4.0174946784973145,0.6850408315658569,-3.436875581741333,-4.964064598083496,-6.40678596496582,-1.0951168537139893,-3.0080270767211914,not_covid
kOshish_mru.wav,0.11525515,0.5713246,4945.609372576791,2660.7862914448456,7011.9984944661455,0.6306220160590278,-200.73868,102.364586,5.880422,5.580369,-7.6795626,27.49391,-39.0507,3.2054229,-25.929995,11.379577,-20.456913,-6.074472,3.5211062,-19.32841,5.79375,-22.84315,1.0474944,-18.344938,1.9764557,-6.529424,not_covid
2EFjQPMmAS8_ 0.000_ 10.000.wav,0.29897058,0.020398201,1854.658799180335,2354.3720460024274,4243.636067708333,0.0681875723379629,-468.12488,97.5811,26.81769,16.917982,-0.93261635,10.960842,0.101025335,1.1747347,4.662215,-4.75893,-6.1680355,0.42751148,2.414732,5.75868,5.6802893,2.3748605,3.5004773,0.4510601,-2.432138,-4.1556215,not_covid
9k1ZuVzpF7c_ 40.000_ 50.000.wav,0.2549789,0.028241452,2512.1719853188456,2512.5156771328266,5014.046223958333,0.1236979166666666,-346.4731,73.39215,-35.585808,-12.204066,-9.966779,-21.947664,4.263755,-0.07453848,-13.870065,-17.381596,-8.744066,-17.428505,-21.076464,-9.947669,-26.087908,-6.359289,-4.8887286,7.95505,7.2242885,-1.1555704,not_covid
9P8waFCqbOQ_ 90.000_ 100.000.wav,0.33345845,0.020431006,2577.023063542031,3067.020980735554,6707.144165039063,0.0871084707754629,-452.81546,52.563633,22.705933,16.191608,22.22904,10.08712,5.5208216,3.265437,-0.64535195,-2.3420067,-2.9926465,-3.4168413,-2.4086893,-0.8260398,-2.9390032,-0.022546839,-6.3719635,-4.477344,-6.3010015,-5.6376944,not_covid
data/virufy/neg\neg-0422-095-cough-m-53-2.mp3,0.2301852703094482,0.0820918157696724,1244.361995792661,1017.9309401427716,2269.568401834239,0.0760303442028985,-317.08709716796875,76.36710357666016,-51.94242858886719,22.69603538513184,-12.931685447692873,2.2070653438568115,-29.99200439453125,-11.361276626586914,-19.0705623626709,2.220322608947754,-3.2568838596343994,-17.3575382232666,1.4750324487686155,-10.514755249023438,-0.4574304819107055,-11.80007553100586,-0.4578903615474701,-1.0330017805099487,-3.169827699661255,-4.811814785003662,not_covid
4lOXjW8rpxU_ 0.000_ 10.000.wav,0.5353395,0.0090142675,2994.0131759097635,2716.569576629892,6185.711669921875,0.175953052662037,-391.1525,72.32978,-3.9365032,13.910457,1.6691185,7.616291,-1.5991348,3.0567,-2.5909076,7.823423,-4.783676,10.791272,3.246412,0.2818821,-6.010852,1.6576986,-5.0260415,-0.63872635,-3.8683481,1.3887205,not_covid
5hmDPsZnmf4_ 30.000_ 40.000.wav,0.51164085,0.017034976,3392.228262322314,2746.922514010881,6717.960611979167,0.2296617296006944,-440.64807,40.754055,-13.589542,-2.5340424,-14.069135,-16.707676,-16.349932,-5.96813,-2.187646,0.084235966,-11.700747,-8.91322,-4.2758484,-6.792173,-0.18606377,-1.8826836,-13.997692,-4.97675,-2.8260324,-4.4134865,not_covid
5wbc84KnDS0_ 60.000_ 70.000.wav,0.3033987,0.17374258,3012.438481540497,2554.015806224293,5985.233561197917,0.1545364945023148,-119.62769,37.273323,-44.425907,-11.14327,0.53465694,-8.1781025,-32.76325,-17.083078,-10.837272,-10.986265,-17.47945,-7.53115,-0.5326436,-3.3129778,-11.7014265,-10.077299,-2.0941556,-8.50779,-0.26237884,-4.3684063,not_covid
8FEQuq03bgU_ 40.000_ 50.000.wav,0.38650888,0.074825875,3184.3852425682458,2748.68357910111,6468.93310546875,0.1865143952546296,-166.65773,51.51758,-30.736437,-7.714868,3.6657183,-18.663609,-13.10695,-15.867327,-29.914778,-5.0276084,-15.817073,-7.419341,-9.8123255,-7.229117,-4.7595882,-3.175933,-16.935696,-3.5608706,-13.425587,-4.1110773,not_covid
0qktEoIX2Sk_ 40.000_ 50.000.wav,0.33697534,0.029915918,2709.643163247071,2574.8949862435893,5815.460205078125,0.1358461733217592,-341.01062,66.534256,-9.19672,-7.3452325,-18.458115,2.7425327,-24.919058,-14.648279,-11.44019,5.51117,-14.7704115,-8.482616,-8.999831,-11.737664,-7.17905,-12.679926,-12.653058,-9.708363,-10.475762,-5.5588207,not_covid
_HLvqHDclW8_ 210.000_ 220.000.wav,0.64159995,0.017532941,3691.746128630944,3065.263263440805,7650.168863932292,0.1744429976851851,-515.52435,7.92605,-7.652136,0.8949094,-1.7665435,-3.7356465,-6.694241,-7.522897,-7.241579,-1.8194661,0.1392562,1.540219,-2.9240556,0.104744166,-1.082786,-0.48394197,0.51268405,2.126094,0.3862145,0.6967031,not_covid
8l8ghk2CDbE_ 190.000_ 200.000.wav,0.4780986,0.022752695,3669.0398315054367,2586.541220060876,6968.7327067057295,0.2830765335648148,-300.88165,59.78055,-45.978226,13.009049,-10.954612,21.146227,-50.513363,53.565704,-37.482742,26.161781,-9.455073,7.195881,1.9595885,9.124372,-2.9371836,6.902163,6.265903,-3.8339002,16.91888,-3.2040203,not_covid
data/virufy/neg\neg-0421-089-cough-f-20-4.mp3,0.1772003918886184,0.0345150455832481,910.5428697190094,782.1225625161372,1742.9411514945652,0.0556428328804347,-435.4556274414063,44.247188568115234,-19.185380935668945,12.962406158447266,-17.751617431640625,3.0771913528442383,-10.55754852294922,-2.017354726791382,-4.260441780090332,-5.621340751647949,-6.363572120666504,-5.453134536743164,0.8734050393104553,-10.482175827026367,-4.002403259277344,-4.648794651031494,-1.1728630065917969,-6.737649917602539,-4.785123348236084,-0.916390895843506,not_covid
data/virufy/neg\neg-0421-091-cough-m-47-1.mp3,0.2409538179636001,0.0366172865033149,939.2539474440875,906.7562859764864,1869.331691576087,0.0632642663043478,-456.681884765625,46.32663345336914,-1.4525586366653442,6.119856357574463,-6.786257743835449,3.73583722114563,-4.633667469024658,-2.602457284927368,-8.9907808303833,-7.887955188751221,0.770782470703125,-5.201652050018311,-2.0337936878204346,-6.045281887054443,-8.222776412963867,-2.9848575592041016,-2.9806807041168213,-6.313723564147949,-0.353593498468399,-1.3000729084014893,not_covid
